date,game,player_name,cluster,line,prediction,edge,edge_pct,direction,pick,edge_score,ag_score,agreement,role_flag,last7_vals,confidence,model_std,blowout_risk,best_over_odds,best_under_odds,best_odds_for_bet,home_ml,away_ml,imp_over_prob,imp_under_prob,model_win_prob,kelly,m1_xgb,m4_mean,m5_context,m7_matchup,n_books,target,actual,result,profit_units
2026-04-16,Portland Trail Blazers (+398) @ San Antonio Spurs (-532),Donovan Clingan,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.144,0.1,175,-175,-175,-532.5,398.5,0.364,0.636,1,0.5,0,0,0,0.28,5,fg3m,NA,NA,NA
2026-04-16,Golden State Warriors (+122) @ Phoenix Suns (-145),Jordan Goodwin,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.312,0,152,-190,-190,-145,122,0.377,0.623,1,0.5,0,0,0,0.29,5,fg3m,NA,NA,NA
2026-04-16,Portland Trail Blazers (+398) @ San Antonio Spurs (-532),Stephon Castle,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.354,0.16,153,-165,-165,-532.5,398.5,0.388,0.612,1,0.5,0,0,0,0.26,5,fg3m,NA,NA,NA
2026-04-16,Golden State Warriors (+122) @ Phoenix Suns (-145),Gui Santos,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.342,0.08,134,-160,-160,-145,122,0.41,0.59,1,0.5,0,0,0,0.3,5,fg3m,NA,NA,NA
2026-04-16,Golden State Warriors (+122) @ Phoenix Suns (-145),Kristaps Porzingis,C1,1.5,0.12,-1.38,92,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,100,0.105,0.21,190,128,128,-145,122,0.44,0.56,1,0.5,0,0,0,0.3,5,fg3m,NA,NA,NA
2026-04-16,Charlotte Hornets (-178) @ Orlando Magic (+148),Kon Knueppel,C1,2.5,0.08,-2.42,96.8,UNDER,STRONG UNDER,12.1,0.8,HIGH,NORMAL,,90,0.078,0.35,155,120,120,147.5,-177.5,0.463,0.537,1,0.5,0,0,0,0.21,5,fg3m,NA,NA,NA
2026-04-16,Minnesota Timberwolves (+204) @ Denver Nuggets (-250),Christian Braun,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,90,0.374,0.48,167,175,175,-250,203.5,0.507,0.493,1,0.5,0,0,0,0.26,6,fg3m,NA,NA,NA
2026-04-16,Atlanta Hawks (+185) @ New York Knicks (-225),Jalen Johnson,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,90,0.373,0.55,-129,105,105,-225,185,0.536,0.464,1,0.5,0,0,0,0.24,6,fg3m,NA,NA,NA
2026-04-16,Minnesota Timberwolves (+204) @ Denver Nuggets (-250),Nikola Jokic,C1,1.5,0.1,-1.4,93.3,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,90,0.098,0.32,-110,100,100,-250,203.5,0.512,0.488,1,0.5,0,0,0,0.26,6,fg3m,NA,NA,NA
2026-04-16,Houston Rockets (-222) @ Los Angeles Lakers (+185),Luke Kennard,C1,1.5,0.11,-1.39,92.7,UNDER,UNDER,8.9,0.8,HIGH,NORMAL,,90,0.391,0.48,155,148,148,185,-222.5,0.493,0.507,1,0.5,0,0,0,0.27,6,fg3m,NA,NA,NA
